first_name,last_name,email,birth_date,country,gpa,major,iq,registrations
Mag,Panter,mpanter25@woothemes.com,1/8/1997,Brazil,3.72,Sociology,113,"[{'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 77, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Greco-Roman Tradition'}]"
Shermy,Plews,splews26@weibo.com,7/3/1993,Portugal,3.78,Mathematics,106,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Modern Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 82, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Greco-Roman Tradition'}]"
Kendal,Petherick,kpetherick27@spiegel.de,6/30/1945,China,2.7,Anthropology,80,"[{'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Applied Themes in English'}]"
Koral,Flooks,kflooks28@com.com,3/7/1983,Russia,1.82,Economics,126,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 94, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 86, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'World Views'}]"
Karee,Oguz,koguz29@people.com.cn,4/20/1996,Indonesia,3.15,Mathematics,107,"[{'grade_type': 'A_THROU_F', 'point_percent': 78, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'World Views'}]"
Kathleen,Frearson,kfrearson2a@ning.com,8/16/1931,Mongolia,2.9,Anthropology,125,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Post-Classical History'}]"
Tabbatha,Totterdell,ttotterdell2b@squarespace.com,3/3/1939,Bangladesh,3.73,Philosophy,110,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Science: History and Methodology'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Jessamine,Tante,jtante2c@phoca.cz,2/3/1924,China,3.1,Political Science,81,"[{'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 90, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 93, 'course': 'Ancient Philosophy'}]"
Kerr,Klimkin,kklimkin2d@craigslist.org,8/27/1935,Brazil,3.16,Business,121,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Intro to College English'}]"
Gertrud,Summerrell,gsummerrell2e@quantcast.com,4/22/1995,Sweden,3.11,Sociology,108,"[{'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Sacred Writing'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Post-Classical History'}]"
Tom,Calderon,tcalderon2f@shinystat.com,9/8/1941,France,2.56,Computer Science,89,"[{'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Modern History-19th and 20th Centuries'}]"
Vevay,Jacox,vjacox2g@blog.com,9/30/1996,Jordan,3.35,Anthropology,104,"[{'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Post-Classical History'}]"
Kevon,Moogan,kmoogan2h@tripadvisor.com,10/26/1949,China,2.65,Pre-Med,98,"[{'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Sacred Writing'}]"
Sheri,Siddle,ssiddle2i@discuz.net,1/29/1986,Portugal,2.89,Business,85,"[{'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Principles of Mathematics and Logic'}]"
Hercule,Retter,hretter2j@usatoday.com,3/30/1927,China,3.5,Computer Science,125,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Greco-Roman Tradition'}]"
Karlene,Fedder,kfedder2k@slashdot.org,7/11/1959,United States,2.63,American Studies,109,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 90, 'course': 'Applied Ethics in Humanities'}]"
Shae,Sherborn,ssherborn2l@ihg.com,2/13/1929,Portugal,3.08,Philosophy,103,"[{'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Knowledge'}]"
Arlana,Dockwra,adockwra2m@slideshare.net,4/14/1995,Azerbaijan,3.14,Anthropology,111,"[{'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Renaissance to Baroque Art'}]"
Matthiew,Daniels,mdaniels2n@wired.com,5/13/1971,China,3.73,Sociology,126,"[{'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 76, 'course': 'Literary Genres'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Renaissance to Baroque Art'}]"
Barty,Shere,bshere2o@live.com,12/16/1944,China,2.41,Philosophy,111,"[{'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'World Views'}]"
Frannie,Anthill,fanthill2p@storify.com,10/23/1957,South Africa,2.66,Communications,85,"[{'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 94, 'course': 'Ancient Philosophy'}]"
Garrek,Pedder,gpedder2q@miitbeian.gov.cn,6/4/1978,Indonesia,2.65,Pre-Med,81,"[{'grade_type': 'A_THROU_F', 'point_percent': 96, 'course': 'Modern History-19th and 20th Centuries'}]"
Alisun,Castaner,acastaner2r@msn.com,5/13/1923,Indonesia,2.22,Philosophy,99,"[{'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Post-Classical History'}]"
Waring,Jagoe,wjagoe2s@naver.com,7/29/1921,Malaysia,3.67,Communications,93,"[{'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Bernita,Boynton,bboynton2t@altervista.org,7/1/1956,Greece,2.36,American Studies,114,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Applied Themes in English'}, {'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 99, 'course': 'Knowledge'}]"
Shelia,Loades,sloades2u@reuters.com,12/26/1934,China,1.77,Education,84,"[{'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'A_THROU_F', 'point_percent': 77, 'course': 'Literary Themes'}]"
Boris,Kentish,bkentish2v@tiny.cc,12/29/1948,Indonesia,3.3,Anthropology,105,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 85, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 84, 'course': 'Modern History-19th and 20th Centuries'}]"
Gil,Darwood,gdarwood2w@sun.com,1/1/1990,Myanmar,2.97,Computer Science,85,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 89, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 75, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Applied Ethics in Humanities'}]"
Andie,Fawcitt,afawcitt2x@pbs.org,8/11/1982,France,2.67,Pre-Med,103,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 85, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'AUDIT', 'point_percent': 93, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 98, 'course': 'Principles of Mathematics and Logic'}]"
Uta,Molineaux,umolineaux2y@1und1.de,10/9/1994,Kenya,2.73,Political Science,89,"[{'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'World Views'}]"
Dex,Wellard,dwellard2z@mashable.com,4/27/1951,Japan,3.61,Business,119,"[{'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Applied Themes in English'}]"
Natividad,Sermin,nsermin30@admin.ch,2/4/1962,Russia,3.9,Pre-Med,102,"[{'grade_type': 'PASS_FAIL', 'point_percent': 100, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Applied Ethics in Humanities'}]"
Preston,Fossitt,pfossitt31@nsw.gov.au,9/5/1989,Mongolia,1.53,Anthropology,104,"[{'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Sacred Writing'}]"
Blaine,Bullen,bbullen32@globo.com,4/30/1940,China,1.61,Economics,118,"[{'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Applied Themes in English'}, {'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Charles,Gumbley,cgumbley33@reverbnation.com,5/21/1933,Russia,1.9,Political Science,82,"[{'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'AUDIT', 'point_percent': 88, 'course': 'Literary Themes'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Greco-Roman Tradition'}, {'grade_type': 'A_THROU_F', 'point_percent': 99, 'course': 'Physical Activity and Autonomy'}]"
Berkeley,Pycock,bpycock34@smugmug.com,11/19/1983,Indonesia,1.58,Anthropology,111,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Intro to College English'}]"
Dacie,Elsdon,delsdon35@redcross.org,9/2/1943,Ivory Coast,2.92,Pre-Med,100,"[{'grade_type': 'PASS_FAIL', 'point_percent': 91, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Garry,Capnor,gcapnor36@bbc.co.uk,4/14/1983,Indonesia,1.66,Pre-Med,102,"[{'grade_type': 'PASS_FAIL', 'point_percent': 92, 'course': 'Applied Themes in English'}]"
Carlita,Glen,cglen37@youtu.be,7/10/1964,Philippines,2.19,Philosophy,91,"[{'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Modern Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Renaissance to Baroque Art'}]"
Nathan,MacCracken,nmaccracken38@gov.uk,6/24/1932,Uzbekistan,2.18,Communications,82,"[{'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Knowledge'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Applied Themes in English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Literary Genres'}]"
Rosalinde,Speight,rspeight39@linkedin.com,9/28/1986,Albania,3.09,Pre-Med,93,"[{'grade_type': 'A_THROU_F', 'point_percent': 75, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Knowledge'}, {'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 91, 'course': 'Applied Ethics in Humanities'}]"
Barbi,Harbor,bharbor3a@prnewswire.com,8/4/1927,Norway,2.69,Business,125,"[{'grade_type': 'AUDIT', 'point_percent': 82, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Intro to College English'}, {'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Applied Themes in English'}]"
Kippie,Chaplyn,kchaplyn3b@virginia.edu,2/24/1939,China,2.15,Education,125,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Ancient Philosophy'}, {'grade_type': 'PASS_FAIL', 'point_percent': 78, 'course': 'Intro to College English'}, {'grade_type': 'A_THROU_F', 'point_percent': 92, 'course': 'Literary Themes'}]"
Kaile,Defty,kdefty3c@hostgator.com,11/19/1991,China,3.35,Philosophy,94,"[{'grade_type': 'A_THROU_F', 'point_percent': 89, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'PASS_FAIL', 'point_percent': 93, 'course': 'Applied Themes in English'}]"
Ursuline,Beneze,ubeneze3d@goo.ne.jp,2/8/1997,Russia,2.45,Computer Science,93,"[{'grade_type': 'PASS_FAIL', 'point_percent': 77, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Intro to College English'}, {'grade_type': 'AUDIT', 'point_percent': 91, 'course': 'Sacred Writing'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Applied Ethics in Humanities'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Literary Themes'}]"
Mariya,Beany,mbeany3e@icq.com,10/4/1969,Indonesia,3.22,Pre-Med,122,"[{'grade_type': 'PASS_FAIL', 'point_percent': 96, 'course': 'Physical Activity and Autonomy'}]"
Stacee,Godly,sgodly3f@indiegogo.com,3/27/1998,Serbia,3.21,Computer Science,108,"[{'grade_type': 'AUDIT', 'point_percent': 78, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 79, 'course': 'Modern Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Literary Genres'}]"
Anitra,Jeaneau,ajeaneau3g@gnu.org,6/25/1951,Poland,2.81,Anthropology,115,"[{'grade_type': 'AUDIT', 'point_percent': 89, 'course': 'World Views'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Literary Genres'}]"
Ewen,Pirolini,epirolini3h@accuweather.com,3/24/1983,China,1.68,Mathematics,99,"[{'grade_type': 'A_THROU_F', 'point_percent': 86, 'course': 'Literary Genres'}]"
Birch,Quiddington,bquiddington3i@ebay.co.uk,10/3/1925,Norway,3.78,Political Science,111,"[{'grade_type': 'A_THROU_F', 'point_percent': 76, 'course': 'Post-Classical History'}, {'grade_type': 'A_THROU_F', 'point_percent': 100, 'course': 'Literary Themes'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'AUDIT', 'point_percent': 92, 'course': 'World Views'}, {'grade_type': 'PASS_FAIL', 'point_percent': 99, 'course': 'Literary Genres'}]"
Katheryn,Hugueville,khugueville3j@ifeng.com,7/16/1957,Indonesia,1.51,Anthropology,128,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Science: History and Methodology'}, {'grade_type': 'AUDIT', 'point_percent': 96, 'course': 'Applied Ethics in Humanities'}]"
Sileas,Meneely,smeneely3k@geocities.jp,9/26/1940,Venezuela,3.6,American Studies,99,"[{'grade_type': 'AUDIT', 'point_percent': 97, 'course': 'Literary Genres'}, {'grade_type': 'A_THROU_F', 'point_percent': 80, 'course': 'Post-Classical History'}, {'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'PASS_FAIL', 'point_percent': 79, 'course': 'Renaissance to Baroque Art'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Intro to College English'}]"
Myrtice,Mallord,mmallord3l@sina.com.cn,10/5/1940,Sweden,1.82,Sociology,114,"[{'grade_type': 'AUDIT', 'point_percent': 83, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 80, 'course': 'Sacred Writing'}, {'grade_type': 'PASS_FAIL', 'point_percent': 81, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 87, 'course': 'Knowledge'}, {'grade_type': 'AUDIT', 'point_percent': 87, 'course': 'Principles of Mathematics and Logic'}]"
Jeanne,Wildbore,jwildbore3m@geocities.jp,1/24/1963,South Africa,3.63,Pre-Med,112,"[{'grade_type': 'PASS_FAIL', 'point_percent': 90, 'course': 'Post-Classical History'}, {'grade_type': 'PASS_FAIL', 'point_percent': 87, 'course': 'Literary Genres'}]"
Glyn,Willets,gwillets3n@uol.com.br,6/11/1931,Russia,1.64,Education,124,"[{'grade_type': 'AUDIT', 'point_percent': 80, 'course': 'Physical Activity and Autonomy'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'Literary Genres'}, {'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 88, 'course': 'Applied Themes in English'}]"
Hayyim,Penlington,hpenlington3o@ca.gov,8/6/1935,Ukraine,3.49,Philosophy,88,"[{'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Post-Classical History'}]"
Calypso,Bertwistle,cbertwistle3p@chronoengine.com,6/20/1941,Thailand,3.79,Computer Science,112,"[{'grade_type': 'PASS_FAIL', 'point_percent': 98, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 100, 'course': 'Intro to College English'}]"
Franciskus,MacIlwrick,fmacilwrick3q@mit.edu,8/26/1997,Brazil,3.37,Sociology,84,"[{'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Principles of Mathematics and Logic'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Ancient Philosophy'}, {'grade_type': 'AUDIT', 'point_percent': 86, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}, {'grade_type': 'PASS_FAIL', 'point_percent': 95, 'course': 'Modern History-19th and 20th Centuries'}, {'grade_type': 'PASS_FAIL', 'point_percent': 83, 'course': 'Applied Themes in English'}]"
Kerwin,Nibley,knibley3r@nydailynews.com,9/12/1964,Czech Republic,3.1,Anthropology,120,"[{'grade_type': 'A_THROU_F', 'point_percent': 81, 'course': 'Ancient Philosophy'}, {'grade_type': 'A_THROU_F', 'point_percent': 79, 'course': 'World Views'}, {'grade_type': 'AUDIT', 'point_percent': 85, 'course': 'Science: History and Methodology'}, {'grade_type': 'A_THROU_F', 'point_percent': 95, 'course': 'Research Methods: Research in Liberal Arts Disciplines'}]"
Hubey,Denne,hdenne3s@amazon.com,6/11/1993,Thailand,2.05,Philosophy,128,"[{'grade_type': 'A_THROU_F', 'point_percent': 98, 'course': 'Literary Themes'}, {'grade_type': 'AUDIT', 'point_percent': 81, 'course': 'Ancient Philosophy'}]"
